caption,ownerFullName,ownerUsername,url,commentsCount,firstComment,likesCount,timestamp,queryTag
"Para quienes dicen que la Ley contra el Ruido no funciona, aquí está uno de sus resultados. A diez meses de su creación, la Ley que lideré empieza a cumplir su propósito.

Aún hay grandes retos en su implementación. Por eso llegaré al Congreso a hacer control político, para que se cumpla en todo Antioquia. 

Mira la cara de Galán y marca 111 ❤️
 #leycontraelruido #camideambiente",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DT2pLcwjewd/,7,Ley q de nada sirve😢,-1,2026-01-23T12:50:25.000Z,
"De Pinturita no se espera nada y aún sigue decepcionando, otro más que cae en el entramado de corrupción que fue su alcaldía.

 #camideambiente",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DTtYQa2DEhE/,7,Este gobierno está lleno de políticos correctos ya nada nos sorprende.,125,2026-01-19T22:29:24.000Z,
"Este jueves, en el marco de la Semana de la Serenidad y Tranquilidad, junto a @camiloeldeambiente tendremos un encuentro virtual con activistas de la serenidad de todo el país. 

Conversaremos sobre cómo la Ley contra el Ruido está ayudando a construir espacios más habitables y serenos. También resolveremos dudas y los retos de su implementación. 

📅 28 de agosto
🕕 6:00 p.m.
🔗Si quieres acompañarnos, el link está en la bio.",Daniel Carvalho,davalho,https://www.instagram.com/p/DNyJYS34v07/,7,RicardoArjona y Dread Mar 🤣… es con cariño 🫶🏻… muy buena labor que están haciendo 👏🏽👏🏽,100,2025-08-25T15:46:48.000Z,
Soy el tío abuelo de la bella y sonriente María José. 💝,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/B5ym7tRJ-UU/,6,Hermoso ese tío abuelo!!!,170,2019-12-08T00:07:56.000Z,
"No somos así por naturaleza. Para conversarlo, te queremos invitar al conversatorio: 

Más allá de macho: nuevas formas de ser hombre en Medellín. 

📅 9 de octubre 
⏰ 6 p.m.
📍 Diagonal 75 # 79A - 5 @berlinl_c 

¡Nos vemos!",Daniel Carvalho,davalho,https://www.instagram.com/p/DPeeZj5ke8M/,6,Super necesaria la conversación y más cuando hay tanto macho en el consejo de Medellín salieando con bate a golpear a manifestantes. Ojalá que también hables como el género y la masculinidad hegemoníca le sirve a los amigos tuyos,181,2025-10-06T17:28:27.000Z,
Uno de los mejores planes que hay para conocer una ciudad es andar en bici sin rumbo fijo. 🚂🚲,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BR39JFdgJk0/,6,Ojo se las roban,95,2017-03-20T21:02:26.000Z,
"Un triste siniestro cobra la vida de dos motociclistas en la vía Las Palmas. El descontrol en las motos está trayendo más tragedia a las vías.

Exigimos a las autoridades más control y a los amigos motociclistas, más conciencia al conducir.",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DTyEs4OFeK5/,6,"No viejo así no, no utilice la tragedia agenda para hacer campaña 😮",99,2026-01-21T18:14:44.000Z,
"🌿 Así me vio la IA…
ambiente, animales, turismo responsable y una ciudad con menos ruido ❤️👀😜
Y sí, bajo estos principios defiendo Antioquia.

#Camideambiente #111 #Antioquia",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DUbT0iiiYbD/,6,😍,110,2026-02-06T18:37:33.000Z,
🌳🕯,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/CMaEXGADLj_/,6,"Buen día, por interno ya le envié toda la información de nuestro pequeño pulmón Verde a punto de perder (información que ya le envié a @davalho) urge  #leydeciudadesverdes ya!!!
https://www.instagram.com/reel/DM0rlBmuLKx/?igsh=YzhzMDJ1MXdsMDVn",138,2021-03-14T17:20:34.000Z,
"#AquíSíPasa | ¡Chapinero avanza en la implementación piloto de la #LeyAntirruido! 💥🚫

Nuestra alcaldesa @alexandramejia_guzman se reunió con el representante @davalho y @asobares.colombia para seguir construyendo una aplicación concertada de esta Ley.

Estos fueron algunos de los acuerdos clave:

👉🏻 Diseñar campañas pedagógicas para establecimientos y comunidad.
👉🏻 Implementar una fase de educación.
👉🏻 Promover el cumplimiento de la norma.
👉🏻 Trabajar de la mano con el sector comercial para una aplicación efectiva.

¡Con diálogo y compromiso, construimos una Chapinero donde todas y todos podamos convivir con bien-estar!

#ChapineroPilotoAntirruido",Alcaldía Local de Chapinero,alcaldiachapinero,https://www.instagram.com/p/DJZRHMxOlwa/,6,LEY CONTRA EL RUIDO 🔊📣🔕🔊📣📢🔕🙉💆🏼‍♀️ #LeyContraElRuido #Tendencias2025 #fyp #tendenciasenredessociales #fypシ゚シ゚ #tendencia #fypシ゚ #Tendencias2025 #viralreels #fypagee❤️❤️ #fypシ゚シ゚,54,2025-05-08T14:12:05.000Z,
"Uno de los principales retos que tenemos como sociedad es la falta de espacio y tiempo para estar serenos y tranquilos. Por eso, una de mis banderas para llegar al Congreso es promover más estos espacios, en donde se respire la paz y la convivencia que tanto necesitamos en las ciudades. 

Estuve con mi adorada amiga y maestra Cristina de @atmanyogacolombia y compartimos un momento muy especial. ¡Muchas gracias! 💛

Vamos por una Medellín y una Antioquia pacífica, tranquila y serena a través del yoga y la meditación. Por eso, mira la cara de Galán y marca 111 – Nuevo Liberalismo ❤️",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DUCL7BYiPZl/,6,Me encanta que con tanto esfuerzo en este momento ya se hayan dado a conocer tanto... Yo hace 5 años voy al jardín botánico a tomar las clases de los domingos y me acuerdo que no iba más de 20 personas y ahora creo que van más de 150 o 200 personas cada domingo  gracias atman yoga por todo lo que hacen por  nosotros👏🙏,-1,2026-01-28T00:25:47.000Z,
Un reciente recuerdo con el amanecer y el Diablo del Carnaval de Riosucio🔥👹🔥,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/Bs3rog9Hq32/,6,Te amo,117,2019-01-20T20:37:05.000Z,
Con mi compañera de hogar concentrados para el Petronio🔮,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BmiLQo7AHER/,6,Linda foto,126,2018-08-16T09:01:47.000Z,
"Nos sumamos al @elconvite_med para intervenir Moravia con mejoras en jardineras y nuevas siembras, mantenimiento del espacio público y conversaciones con las vecinas y los vecinos sobre la importancia de la unión barrial para cuidar nuestra ciudad. 

Fue un espacio colectivo maravilloso en el que reafirmamos lazos con las y los líderes de Moravia, uno de los barrios más emblemáticos de Medellín.",Daniel Carvalho,davalho,https://www.instagram.com/p/DRczamTD5WZ/,6,🙌🔥🔥,183,2025-11-24T19:16:30.000Z,
"Conoce la programación completa de la Fiesta de los Árboles, la celebración por los 150 años de los gigantes verdes de la Plazuela San Ignacio en Medellín. 

☝🏽 Recuerda que el evento es de libre acceso y está abierto a todas las edades. #fiestadelosárboles",Daniel Carvalho,davalho,https://www.instagram.com/p/DI4C1icJREb/,6,Hola necesitamos ayuda urgente 🚨. Desde hace más de un año vivimos una situación difícil con un vecino ruidoso 📢 que no respeta a la comunidad ni a las autoridades. Solicitamos apoyo antes de que esta situación se salga de control. Varias personas del barrio están muy molestas y queremos evitar que esto termine en un conflicto mayor. 🙏🏼,152,2025-04-25T16:08:06.000Z,
Siempre es hermoso volver a Granada y más si es con Humberto De la Calle y @davalho,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/Ca-m6u_JuTA/,6,🔥,-1,2022-03-11T21:14:42.000Z,
"🩰🌷

🎥 @evelinessesvelev",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/CX31YXOrUQQ/,6,👏,158,2021-12-24T16:32:13.000Z,
"¿Cómo es posible que hoy sea más barato salir del país que hospedarse en Medellín? 
 No es oferta y demanda. Son cancelaciones masivas para revender al triple, dejando a la gente con vuelos comprados y planes hechos, viendo qué hace.

Esto no es turismo responsable, es arbitrariedad y desprotección al consumidor, y no podemos seguir normalizándolo.

 #camideambiente",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DT0d9-zDTC8/,6,Se hace necesario una revisión de la normativa en el sector turismo! Existen limites y está turistificacion nos va a llevar a un abismo sin salida,172,2026-01-22T16:34:08.000Z,
Tus derechos son mis derechos. Lo que es con ustedes es conmigo #NiUnPasoAtrás #LaDiferenciaNosUne 🏳️‍🌈,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BkuGmC4AZTd/,6,👍🌈 #Orgullo #lgbt www.orgullolgbt.co 🏳️‍🌈,210,2018-07-02T07:09:07.000Z,
"Si aún no tienen plan para cerrar el año o empezar el 2026 con toda, caigan a mi pueblo, Granada, Antioquia ♥️

Naturaleza, avistamiento de aves, ríos para contemplar o tirarse sin afán, comida sabrosa, descanso y gente de buen corazón como la de @montesagradobirding.co 

Granada se visita con calma y se cuida con amor 🩵",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DSxSOfSjlcM/,6,👏👏,89,2025-12-27T14:34:03.000Z,
"¿Te imaginas un barrio más sereno, más biodiverso y con mejor convivencia? 🌿

Este jueves 27 de noviembre tendremos en el Centro Cultural Nueva Villa de Aburrá un taller con los autores y promotores de la Ley contra el ruido y la Ley de ciudades verdes.

Será un espacio pedagógico para entender qué dicen estas leyes y por qué son importantes, aprender qué herramientas nos brindan como ciudadanía y conversar sobre cómo mejorar el bienestar, el descanso y los espacios verdes en nuestro barrio.

🗓 Jueves 27 de noviembre
⏰ 5:30 p. m. – 7:00 p. m.
📍 Centro Cultural Nueva Villa de Aburrá - Entrada libre

Ven a conocer tus derechos, hacer preguntas y llevarte herramientas para promover el bienestar, la serenidad, la tranquilidad, cuidar tu descanso y tu entorno🌱🏙️.

Entre todos y todas podemos hacer de la Nueva Villa de Aburrá un lugar más tranquilo, sereno y biodiverso. ¡Anímate a participar y comparte esta invitación! 💚.

#Medellín #NuevaVillaDeAburrá #CiudadaníaActiva #LeyContraElRuido #CiudadesVerdes #ParticipaciónCiudadana #BarriosVivos",Nueva Villa de Aburrá Etapa 1,nuevavillaaburra,https://www.instagram.com/p/DRcg1_NjbGn/,6,Y para cuando los controles del ruido para el centro cultural? Fiestas a todo volumen,76,2025-11-24T16:14:07.000Z,
"Estamos en Industriales y Ciudad del Río conversando con vecinos y transeúntes sobre el ruido y sobre nuestra campaña a la Cámara que defiende a Antioquia, la naturaleza y su gente.

🆘 El ruido no es una molestia menor: afecta la salud, desplaza personas de sus barrios, daña el patrimonio y rompe la convivencia.

Si crees en estas causas:
✨mira la cara de Galán y marca el 111 por el Nuevo Liberalismo✨❤️

#camideambiente",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DUHMPalCXqh/,6,🌳🌳💚💚🙌🏾✅,123,2026-01-29T23:04:13.000Z,
"Iniciamos este recorrido en Medellín con espacios pedagógicos para conversar sobre las leyes que hemos liderado y respaldado: la #LeyCanastaBásicaCultural, la #LeydelaMúsica, la #LeycontraelRuido y la #LeydeCiudadesVerdes.

Si vives en San Antonio de Prado, Santo Domingo o La Floresta, etiqueta a tus amigos o familiares interesados en estos temas y acompáñanos. Queremos compartir contigo el impacto de estas iniciativas y construir juntos lugares más serenos, creativos y sostenibles.",Daniel Carvalho,davalho,https://www.instagram.com/p/DLmuuThM056/,6,"Por interno le envié fotos de nuestro pequeño pulmón Verde de nuestro barrio, pero comunicarme con usted, es imposible o si es posible? Es posible tener su atención? #leydeciudadesverdes",60,2025-07-02T12:19:27.000Z,
"Hay un enemigo invisible que nos invade todos los días: el ruido.

Cansa, enferma, desvela y afecta la tranquilidad de muchas personas.

Ya dimos la pelea con la Ley contra el Ruido. Ahora vamos a defenderla en el Congreso.

🗳️ Mira la cara de Galán y vota 111 por el Nuevo Liberalismo 💙

#LeyContraElRuido #Camideambiente  #Medellín #Antioquia NuevoLiberalismo",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DUtzt0-DHCE/,6,❤️ la necesitamos,146,2026-02-13T23:00:52.000Z,
"""Pola, cerveza, birra.
Siempre oportuna,
en desgracia, en fortuna.
Elixir helada, tortura caliente.
Para fiestas y funerales.
Para solemnes y nimiedades."" 🍻",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BVaqXeXAZ7s/,5,@alejalooploop ¡LAR! 🏡,56,2017-06-16T22:05:59.000Z,
"“Firme al margen”

📷 @elenab.s",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/CI-dxXbjm4q/,5,Mechudo guapo 😍,144,2020-12-19T10:29:41.000Z,
"El hogar, lugar donde se enciende el fuego 🔥🐈🏡",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BShX27RgeRg/,5,Cool!,44,2017-04-05T23:04:45.000Z,
"Desde el inicio de la semana presentía que eran días felices: los árboles, las orquídeas, las bromelias, los frailejones, los venados, los osos y los amigos indicaban que algo lindo se acercaba. 🐻🌸🌺🌿🦌
Muy feliz y agradecido por el buen resultado del #TúnelVerde. Es un buen trabajo en equipo y -lo mejor- entre amigos. 🌳 
Esta decisión demuestra la importancia de escuchar a tiempo las recomendaciones y la crítica constructiva que hace la ciudadanía para tomar mejores decisiones. 🙋🏽‍♂️
Desde cualquier escenario -público, privado, sociedad civil, academia- seguiré insistiendo en un #GobiernoAbierto. Es la mejor forma de prevenir y solucionar los conflictos ambientales. 🙌🏽",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BfhcQSch4bE/,5,Te-so. Felicitaciones Cami! 🌲 💚,161,2018-02-23T02:31:18.000Z,
"Nuestra Ley de Ciudades Verdes (Ley 2476 de 2025) ya es una realidad y está vigente en todo el país. Esta normativa impulsa el reverdecimiento urbano al poner la naturaleza como eje del desarrollo de nuestras ciudades. 

Entre sus principales avances están la creación y conectividad de espacios verdes y azules, la priorización de especies nativas, la implementación de soluciones basadas en la naturaleza para enfrentar el cambio climático, la integración de la biodiversidad en la planificación urbana y la participación ciudadana para fortalecer una gobernanza ambiental. 

💚 Una transformación urbana orientada hacia ciudades más sanas, serenas y sostenibles. Conoce más en www.carvalho.com.co",Daniel Carvalho,davalho,https://www.instagram.com/p/DObX8cBkf1A/,5,😢😢😢😢😢😢😢 estamos desesperados vengan y pongan orden aqui solo ustedes pueden,215,2025-09-10T16:02:56.000Z,
"En la más reciente edición de la Fiesta de la Serenidad realizamos un recorrido botánico junto a @felipedendron para descubrir la riqueza de la vegetación urbana en el barrio Nueva Villa de Aburrá. 

Fue un encuentro que nos permitió maravillarnos con la naturaleza de Medellín y reconocer algunas de las especies de árboles con las que compartimos la vida diaria.

Seguiremos promoviendo actividades para habitar nuestra ciudad desde la serenidad, la contemplación y la sana convivencia.

🌳 ¿Te animarías a una próxima expedición botánica?",La Fiesta del Parque,lafiestadelparque,https://www.instagram.com/p/DOyNHacDsci/,5,"@camideambiente ! Ayúdanos por favor! El puente peatonal en la Villa se ha convertido en un lugar de miedo, con unos tipos apoderados del sitio, este diciembre ha sido un infierno de papeletas y tacos. Todo mal",148,2025-09-19T12:54:00.000Z,
"Una de las cosas que más extraño de Medellín es todo lo que está alrededor del Parque del Periodista: El Guanábano, Márgara, el encuentro con las amigas/os, la conversación con pola en el parque, los teatros, la calle, Universo Centro, la diversidad compartiendo una cera. Es uno de los espacios más democráticos que tiene la ciudad. 
Aquí @mel.toro me retrata con mucho amor, como todo lo que hay en ella. 🖤💜",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/B3TMDOCgWpZ/,5,Hola BEBÉ!!!,188,2019-10-07T02:13:47.000Z,
"Mañana estaremos en San Luis, Antioquia, con el #TourContraElRuido. Nos reuniremos con actores institucionales, activistas, empresarios y ciudadanía para compartir las herramientas de la Ley contra el Ruido y avanzar hacia entornos más serenos y con menos conflictos.

Concejo Municipal
10 a.m. 

¡Nos vemos, San Luis!",Daniel Carvalho,davalho,https://www.instagram.com/p/DN6K5vlj38H/,5,"Por favor se los pido, se los ruego son las 4 de la mañana no hemos podido dormir ni mis hijos ni yo llamo a la policia pido ayuda y nada Dios haz que lean este mensaje",57,2025-08-28T18:40:21.000Z,
"Durante tres días, Medellín respiró serenidad. 🌆💆‍♀️
 Del 4 al 6 de noviembre vivimos La Fiesta de la Serenidad, un encuentro para conectar, respirar y encontrar calma en medio del movimiento. 🌿✨

Más de 200 personas se unieron para hacer yoga, pintar acuarelas, recorrer la naturaleza y sembrar vida. 🌸🌱

Gracias a todos los que se sumaron, a los aliados que lo hicieron posible y a quienes trabajan día a día por una ciudad más amable y serena. 

Queremos seguir llevando esta experiencia a más barrios de Medellín.
 👉 Cuéntanos en los comentarios: ¿en qué parque te gustaría vivir la próxima Fiesta de la Serenidad? 🌳

#FiestadelParque #Ciudadserena #medellín",La Fiesta del Parque,lafiestadelparque,https://www.instagram.com/p/DQ9y8LZgafT/,5,🙌 Las mejores fiestas 🙌,42,2025-11-12T18:00:55.000Z,
"Con la Ley contra el Ruido ya lograda, mi compromiso ahora es representar a Antioquia en la Cámara y trabajar incansablemente por lo que más nos importa. Necesitamos continuar en el Congreso para hacer cumplir la Ley contra el Ruido. 

Los invito a que me acompañen en esta lucha para defender nuestra naturaleza, convivencia y cultura.

Vota Nuevo Liberalismo  #111 ❤️

#camideambiente",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DTVhkQdji6k/,5,Si fue el otro representante el rasta,202,2026-01-10T16:08:33.000Z,
"La prohibición de las corridas de toros es una de esas victorias que tomó años, persistencia y mucha convicción. Detrás hay organizaciones, defensores de animales y congresistas valientes.

Entre ellos está Alejo García, representante de Risaralda, uno de los protagonistas de este importante logro en Colombia. 

También es un aliado fundamental en la lucha contra el ruido. 

🔇♥️🐂",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DRFngnzifAB/,5,Bien!,120,2025-11-15T19:46:59.000Z,
"🦮🎄🐈‍⬛

3 consejos de @julianabarberi para cuidar a los perritos, gaticos y animales silvestres en Navidad:

1️⃣ No usar pólvora. Es peligrosa y ruidosa. 
2️⃣ Mantén a tus perros y gatos en un espacio seguro.
3️⃣ No olvides usar correa y ponerle una medallita con la información de sus cuidadores.

Ñapa: Acompáñalos cuando haya ruido fuerte. Tu presencia los calma.

Que sea un diciembre festivo para la gente y cuidadoso con los animales —humanos y no humanos—.

Comparte este reel y ayúdanos a hacer de este un diciembre más sereno.

♥️",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DR7v703CWpy/,5,¡Qué combo tan divertido! Me encanta la energía 🥳✨,154,2025-12-06T19:26:44.000Z,
"En contra de la nueva reforma tributaria de @gustavopetrourrego. Le pega directo al corazón de la clase media.

En época electoral terminaron haciendo lo mismo que tanto criticaron, subirle los impuestos a la gente.

Un cambio que nunca fue.",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DRijZ72iYk5/,5,👍🏽 Quién es él? cómo se marca por él? En qué partido está?,204,2025-11-27T00:38:22.000Z,
"🍺 POLA EN LA CALLE, CON DE LA CALLE 💙

Este parche no se da todos los días.
Caigan a conversar, con una pola en la mano, sobre Antioquia y el futuro que queremos en el Congreso.

Nos acompaña Humberto de la Calle @delacallesenado, referente de una política hecha con serenidad, respeto y altura. 

📍 Carlos E. Restrepo – Café Camerata
🕓 4:00 p.m. a 6:00 p.m.

#humbertodelacalle #camideambiente #antioquia",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DUlYbp6Dtij/,5,Lástima no haber podido ir a este encuentro. Admiro cantidades y me gusta mucho como piensa Humberto de la Calle.,226,2026-02-10T16:29:47.000Z,
"En San Rafael, un antiguo potrero fue convertido en la @reservazafra, una hermosa reserva natural. Aquí converso con Lorena, una de sus impulsoras y co-creadora de este santuario de biodiversidad, que hoy también es un espacio turístico responsable para el encuentro, la pausa, la contemplación y el descanso.

En Antioquia podemos ser potencia en este tipo de #TurismoSostenible, que protege nuestros ecosistemas y pone en el centro el cuidado de la naturaleza.

¡Muy recomendado!

🐒🐛🐦‍⬛🌳💦🩵",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DRaejMZErhP/,5,"Bravo Lorena eres mi maestra, gracias x tanta experiencias tan lindas y por cuidar esa reserva tan bellz",119,2025-11-23T21:17:27.000Z,
"❓ Why is respecting diversity essential, and how can art inspire change? It was so great to connect in Medellín, Colombia with human rights and environmental lawyer, @camiloeldeambiente , reflecting on the power of diversity and the role of art in driving social change. 🌎✨

____________

❓ ¿Por qué es esencial respetar la diversidad y cómo puede el arte inspirar el cambio? Fue un gusto conectar en Medellín, Colombia con el abogado de derechos humanos y ambiental Camilo Quintero Giraldo, reflexionando sobre el poder de la diversidad y el papel del arte en impulsar el cambio social. 🌎✨

#cambiosocial #diversity #latinidad #colombia #fyp #foryoupage #socialchange #diversidad #latinos #medellin #conversacion #entrevista #medioambiente #arte",Sophia Angelica,sophiaangelicamusic,https://www.instagram.com/p/DPSTLW1EZQ5/,5,👏🏼👏🏼,-1,2025-10-02T00:01:10.000Z,
"Yo no pedí ser el galán de la Ley Contra el Ruido…
pero alguien tenía que serlo. 😌🔇

Si el ruido también te tiene cansado,
vota 111 y hagámosla cumplir. ✋🗳️

#LeyContraElRuido #Camideambiente #Convivencia #Antioquia",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DUdm-g5jgbd/,5,"La ley contra el ruido es pertinente y está perfecta, pero no la aplican en muchas partes. Las denuncias son ignoradas por la policía o las personas ignoran a la policía. Pueden hacer el intento en partes distintas y medir su impacto",161,2026-02-07T16:01:46.000Z,
"Queremos mejores turistas para nuestro departamento. 

En Medellín y Antioquia necesitamos un turismo con reglas claras, que respete a la gente y a nuestra naturaleza. No uno que venga a hacer bulla o a aprovecharse de los más vulnerables.

Ya radicamos un proyecto para regular, no para prohibir. Para ordenar las plataformas, proteger a las comunidades y promover un turismo responsable y sostenible que genere oportunidades.

El trabajo ya empezó. Ahora necesitamos sacarlo adelante en el Congreso.

🗳️ Mira la cara de Galán y vota 111 por el Nuevo Liberalismo 💙♥️

#CamideAmbiente #TurismoResponsable #111ALaCámara #Medellín Antioquia NuevoLiberalismo",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DU-tplODohw/,5,"Que tristeza, con la necesidad de cambiar el congreso que tenemos,  pero con la plataforma del Mira no sera, ojala carvhalo no este en esa nefasta idea para la alcaldía",104,2026-02-20T12:34:44.000Z,
"Pillen a Carlos Ramón González, exfuncionario del primer anillo de Petro, prófugo de la justicia y líder del trencito rumbero de la parranda vallenata de la Cancillería de Colombia en Nicaragua.

Y después hablan de “el cambio” y de gobernar para “los nadies”, mientras les roban en la cara.

Pilas con la memoria.
Y pilas con el voto.",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DSa9JzeEtey/,4,"Pidió la renuncia de todos los involucrados, podrías agregarlo",257,2025-12-18T22:18:25.000Z,
"🌿 ¡Pausemos el scroll y enchufémonos con la naturaleza y el arte! 🎨 

¿Tres días de Fiesta?

Con #LaFiestadelaSerenidad nos vamos a tres lugares diferentes de Medellín: para parchar, crear, fluir y disfrutar planes para todas las edades… y TODO GRATIS. 

Desliza el carrusel 👉 Prográmate

¿Dudas de cómo llegar? 
DM y te mandamos ubi 📍

 🤩 Etiqueta a alguien que no se puede perder este parche. 💌
 #FiestaDeLaSerenidad 
#MedellínRespira #FiestadelParque",La Fiesta del Parque,lafiestadelparque,https://www.instagram.com/p/DQkKLicgc4T/,4,"Qué lástima, me perdí este maravilloso parche. Se va a hacer con frecuencia? Espero que si, necesitamos empoderarnos de nuestros parques de manera positiva.",56,2025-11-02T18:58:37.000Z,
"Tengo 111 razones por las cuales deberías de votar por mí a la Cámara por Antioquía. 

Al Congreso llegaré a representar a los que soñamos con ciudades serenas, sostenibles y culturales.

🗳️Mira la cara de Galán y marca 111 Nuevo Liberalismo ❤️

#camideambiente",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DT5Y6aoAB0F/,4,También disfruto tus pintas😀,104,2026-01-24T14:26:05.000Z,
"Estoy volanteando todos los días contándole a los vecinos sobre nuestra lucha contra el ruido. 
Recuerda que tenemos derecho a vivir tranquilos y a descansar en nuestra ciudad. 

Ya lideré la Ley Contra el Ruido, Ahora voy por la curul para hacerlas cumplir. 

Mira la cara de Galán y vota 111 por el Nuevo Liberalismo ❤️ 
#camideambiente",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DUUSX6QiFze/,4,Estuviera en granada Antioquia estaba al lado suyo en esta gestión de verdad que si 🙌,130,2026-02-04T01:08:32.000Z,
"Nadie conoce mejor la problemática del ruido que quien la vive a diario. 📉🤝

En Girardota conversamos con Antonio González, un líder incansable que lleva la bandera contra el ruido. Su testimonio nos confirma que vamos por el camino correcto: necesitamos leyes firmes y representantes que las hagan cumplir en las calles.

Mi compromiso es ser la voz de ciudadanos como Antonio en el Congreso.

Acompáñanos en esta causa.
Mira la cara y vota 111 por el Nuevo Liberalismo ❤️
 #camideambiente",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DTsXNCSihqr/,4,Em ruido de los negocios en zonas residenciales es una forma de violencia,-1,2026-01-19T13:00:56.000Z,
"Iba a darles 3 razones, pero el ruido me dio la razón a mí. 🔊

El ruido constante: 
1️⃣ Dispara el estrés. 
2️⃣ Afecta nuestra salud mental. 
3️⃣ Y no deja que nos escuchemos.

Literalmente.

La serenidad también se defiende. Cámara 111 - Nuevo Liberalismo ❤️",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DTS6_VCDjVS/,4,Me encanta,116,2026-01-09T15:53:55.000Z,
"✊🏽

📷 @elenab.s",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/COZLSXrjs9d/,4,"Buen día, por interno ya le envié toda la información de nuestro pequeño pulmón Verde a punto de perder (información que ya le envié a @davalho) urge  #leydeciudadesverdes ya!!!
https://www.instagram.com/reel/DM0rlBmuLKx/?igsh=YzhzMDJ1MXdsMDVn",177,2021-05-03T02:04:38.000Z,
"La noche que Jairo Varela soñó. La noche en la que Niche se apoderó de nuestros corazones. La noche de Niche en el Estéreo Picnic.
.
.
“Y los pies
Bajo la mesa nos tocamos
Y un beso robado
Queda siempre como adiós”",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BwtDJWUgC75/,4,♥️,80,2019-04-26T03:36:29.000Z,
"El hogar de Melita 

🐈‍⬛🖤🌳",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/CKsFBVhjins/,4,"Cami, te quiero. 💟",115,2021-01-31T00:09:52.000Z,
"Este 13 de noviembre te invitamos al conversatorio ‘¿Qué es y en qué va la Ley de la Música?’

Nos vemos en La Pascasia a las 6 p. m. para conversar sobre esta iniciativa que busca fortalecer el sector musical en Colombia.

Un espacio abierto para artistas, gestores y amantes de la música que quieren conocer más y aportar con sus ideas. 

¡Te esperamos para seguir construyendo la Ley de la Música!

#LeydelaMúsica",Daniel Carvalho,davalho,https://www.instagram.com/p/DQ72BG2j7rC/,4,Vamos,171,2025-11-11T23:44:12.000Z,
"Las leyes no se cumplen solas.
Se escriben, se concertan, se aprueban… y después se defienden.

Eso ya lo hicimos.
Ahora vamos a continuar con su defensa en el Congreso.

💙 Mira la cara de Galán
🗳️ Vota 111 por el Nuevo Liberalismo a la Cámara por Antioquia.

#camideambiente #vota111 #antioquia #medellin",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DUqRk6cjkdU/,4,Muchas leyes y no se cumplen . La lay del ruido quien hace que se cumpla ?????,217,2026-02-12T14:05:05.000Z,
"Cerveza favorita colombiana: Costeñita, aunque en Granada le decíamos Clarita. 🍻",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/Bi954eSgjid/,4,@camilo_quintero_giraldo  Para cuando un #Concervezatorio?,129,2018-05-19T17:23:06.000Z,
Polas para la parcería. #Concervezatorio 🍻,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BczrXfwBYz0/,4,@camilo_quintero_giraldo  estás de foto publicitaria jajaja y sí muy lindo. Saludos. Besos y abrazos,129,2017-12-17T14:55:30.000Z,
